sample_HFS166	sample_HFS167	sample_HFS168	sample_HFS169	sample_HFS170	sample_HFS207	sample_HFS208	sample_HFS209	sample_HFS210	sample_HFS223	sample_HFS224	sample_HFS225	sample_HFS226	sample_HFS227	sample_HFS268	sample_HFS269	sample_HFS270	sample_HFS271	sample_HFS272	sample_HFS318	sample_HFS319	sample_HFS320	sample_HFS321	sample_HFS322
WTAP	15.8011	16.2342	18.2019	15.4784	18.9127	18.5988	18.3443	20.3001	25.5103	19.9707	20.174	19.9556	17.0911	17.899	14.6623	11.4596	13.6702	17.1328	15.2753	16.0757	19.5802	20.1352	18.9086	16.784
WTIP	3.02638	3.2498	1.9705	2.03205	2.56516	0.775097	0.764417	2.11754	1.09443	3.40324	1.94562	2.84341	2.18578	1.77503	2.5171	3.1484	2.30837	2.00251	1.26107	1.79285	2.37398	2.12314	2.0247	1.36092
WWC1	1.446026	1.57426	0.6551891	1.2372082065	0.842579	1.26524	0.869217	0.851752	1.53223	2.48839	2.71696	4.184334	1.07942	2.066803	2.834415	1.140576399	1.29334	2.06377	1.88007	1.959025	2.50942000191966	2.13853	1.99024784	1.21894
WWC2	7.28236	5.41531	6.80272	8.06932	7.58145	5.32524	6.2349	5.72445	7.68481	9.53484	6.60158	9.69584	6.7537	6.63921	7.06196	4.23354	3.75641	5.01749	5.37408	6.52993	5.54427	5.57836	5.91664	5.36919
WWC3	7.32457	6.25857	7.25627	6.76401	6.71059	5.25025	6.66116	7.21025	6.71761	7.37792	6.95607	8.04695	8.34615	6.95112	8.10992	6.84256	5.59637	8.42696	7.43183	6.1383	4.64034	6.63674	7.9239	6.48859
WWOX	23.58568	16.781186	13.23497	19.06652	20.55258	14.46261	18.743288	24.50058	18.00929	24.15141	10.14196	25.52276	23.37596	25.67008	23.67344	18.40704	31.26166	18.02679	20.41399	15.01891	12.71105	14.50047	19.59631	13.23402
WWP1	11.07383	7.551683	8.73333000114621	10.5795943	10.137382	10.093454	10.260247761341	10.0811223743175	10.103907	11.1669	14.059536	9.0524749	13.42775275	14.1235600270647	14.2622500052194	6.789437	7.014902473437	12.340896	9.994898	11.748465	10.1876256	9.85203	9.12902697	10.1343190802735
WWP2	11.8134	13.048	13.6897	12.9323	12.5962	9.00884	10.3145	10.1679	9.04258	10.9459	12.1298	11.1531	13.9122	10.5507	16.083	12.9527	15.4944	13.9628	13.4146	8.61713	11.258	9.6285	15.005	12.4475
WWTR1	3.93011	2.57143	2.6177	2.31682	2.78665	1.84982	1.61011	2.3772	2.36085	5.09895	3.61545	5.13818	3.2405	2.52907	4.08877	5.63908	2.23545	2.45901	2.31473	2.81185	3.96084	4.68828	3.81892	2.33655
XAB2	27.123	29.1198	27.9638	28.067	26.2736	19.4532	22.1417	15.491	17.9955	18.4447	21.7703	28.4168	25.1031	20.7482	24.1897	23.8451	28.7161	20.6107	23.3253	16.9553	18.7229	21.767	20.5964	25.2703
XAF1	13.6895	9.64456	20.2548	18.6264	21.2443	12.5909	40.8011	12.8162	27.3656	4.28139	14.9274	9.01378	14.6611	12.5901	22.2517	18.6279	12.8811	8.1518	8.98009	5.73599	16.433	16.3739	4.02486	12.2528
XBP1	190.519	164.398	167.852	228.023	230.122	157.39	169.252	220.159	129.76	136.724	125.468	155.247	142.144	150.72	224.835	226.42	367.756	218.504	173.035	205.851	124.567	208.767	149.068	232.007
XCR1	0.80821	0.234232	0	0	0	0.126177	0	0.126	0	0.287846	0.157771	0	0	0	0	0	0.237778	0	0	0	0.469015	0	0	0.256383
XDH	24.6243	35.232	21.3235	16.3063	15.4191	31.979	27.5881	16.978	27.7824	13.5318	22.8394	25.3779	32.5638	22.2458	16.4078	21.6227	18.4727	24.5531	14.683	16.7008	15.3478	15.509	23.6795	12.5951
XG	1.98342	4.14126	2.36439	2.0378	1.82646	0.343516	0.961461	0.228986	1.64406	3.736941	3.12954	3.038831	0.995441	1.81031	3.42448	3.81637	1.55017	2.26368	2.31113	1.42571	1.71883	1.18056	2.8594	2.77177
XIAP	8.00496241	7.81666094897101	5.022713672	5.287268668	5.6728464926	7.85522357818	8.81396000325538	5.97276250146895	11.4057100116406	8.650190716435	6.98654123452922	9.5701259451	7.96043613788216	8.623065743392	5.51117800078558	3.48536265698347	3.031595216	5.5631808328	6.225725	8.83853171711201	7.843932	6.407135049339	2.90196165326298	3.23664556542172
XIRP1	0.294303	0.0511628	0.353804	0.643266	0.666433	0.109659	0.406335	0.885756	0.509951	0.748372	0.206752	0.722193	0.561267	0.562887	0.597825	0.593058	0.161346	0.314073	0.104278	0.509858	0.895517	1.02641	1.49134	1.60563
XIRP2	0.540839	0.386674	1.127129	0.905321	1.486685	0.565602	0.962938	0.762234	1.440196	1.960888	0.473306	1.538525	1.143037	1.732195	0.986942	1.40181	0.6549	1.145059	0.638489	0.762299	2.99836	3.51309	3.09523	5.02739
XK	0.244714	0.328728	0.205853	0.440262	0.284883	0.414304	0.184307	0.481422	0.361232	0.777399	0.364659	0.382015	0.282913	0.584922	0.41095	0.428058	0.224138	0.257284	0.512408	0.586101	0.618856	0.948709	0.41414	0.38343
XKR4	0.114988	0.058301	0.0266288	0.0299805	0.0283427	0	0.0529321	0.0090217	0.0310954	0.0709571	0.0336563	0.0352393	0.0366413	0.0686845	0.0088553	0.0439238	0.0264422	0.0426486	0.0764115	0.0793261	0.0917166	0.065061	0.0495551	0.0642711
XKR5	0	0.109007	0.115845	0.13036	0.123356	0.0779274	0	0	0.0453023	0.132999	0.146835	0.256585	0.106249	0.199951	0.0385754	0.114803	0.0760737	0.111458	0.0370219	0.0630438	0.145386	0.0809301	0.129675	0
XKR6	1.373519	1.16029	2.360785	2.08462	1.10116	1.624294	2.295704	1.681312	1.71978	2.015589	2.558207	1.860793	1.987188	1.857875	2.453820033092	1.15306	2.534022	1.054159	1.37407	1.355315	1.56551	2.43834	1.15793	1.465266
XKR7	0	0	0	0	0	0	0.0542371	0	0.0639468	0	0	0	0	0.0628144	0	0	0	0	0.0521942	0	0	0	0.0609452	0
XKR8	1.06496	2.21585	1.65312	3.67374	2.86349	1.58156	3.439	2.41886	2.87864	3.0838	1.74612	3.07626	1.72189	1.94253	3.88058	2.19606	6.26623	3.29996	5.10421	2.18871	2.30249	5.73932	3.24197	3.08423
XKR9	1.27491	1.51148	3.08547	3.46805	2.15478	0.867665	2.77094	1.95335	1.76627	1.73109	4.20801	2.85536	2.79179	2.6395	3.19837	3.27852	1.64674	1.53976	2.87151	2.11209	0.706062	1.56363	1.31763	2.31866
XKRX	0.124228	0.107984	0.344288	0.215238	0.203671	0.15439	0.190548	0.350299	0.0448765	0.395243	0.0969723	0.40668	0.157881	0.0495184	0.114643	0.303276	0.150741	0.257634	0.0366749	0.312252	0.180028	0	0.12846	0.475303
XNDC1N	6.74652	6.349993	7.73587	8.496794	6.209162	6.38362	6.43951	5.291035	6.28464	8.10668	7.17518	6.49586	8.569517	6.463247	6.117554	8.490063	7.050784	8.773178	7.389788	5.112635	5.418432	5.524764	7.047865	6.147555
XPA	23.4852	13.1365	13.9705	17.3928	17.5797	15.7005	16.1642	22.481	17.8168	24.0733	20.7555	19.6458	20.5333	17.789	17.9244	15.6536	13.4463	23.3262	21.7491	16.5113	22.2394	11.6324	25.2618	12.4162
XPC	6.25823	6.36994	12.7408	15.3853	13.2779	4.74298	6.35708	6.67791	4.49568	9.65642	8.08689	8.43564	9.11019	7.28786	12.0942	8.8201	13.5561	7.58305	10.7421	8.23326	5.63834	9.20247	10.3952	10.9541
XPNPEP1	20.5559	20.408476	24.4148200104155	21.38151	22.7723	16.469802	19.318246	16.33561	26.35142	20.199474	28.519539	22.54873	25.40438	22.9555	30.274457	23.04125	25.00336	21.946996	25.85497	19.550992	19.143474	22.30773	20.54995	23.81117
XPNPEP2	0	0	0	0	0	0	0.051166	0	0.0603117	0	0	0	0	0	0.0512832	0.152621	0	0.0493889	0	0	0	0.107564	0	0
XPNPEP3	10.084562	10.1761	12.099862	11.268499	11.6955	10.6236	10.464447	9.30235	13.110576	12.9048	12.532746	12.031194	11.996942	13.0446	11.238872	9.57771	9.68422	11.1458	10.9777	9.963168	10.5985	10.934934	12.349222	9.22635
XPO1	12.67437	14.602103	12.024051	14.839178	12.50446	11.642518	11.776893	7.262439	11.88503	8.74142	13.21656	14.83578	15.52727	13.98471	10.369105	9.25212	4.95491	15.023627	9.723076	12.290483	12.640979	14.728445	8.42977	8.87835
XPO4	2.72775	3.528	2.6049	3.70504000121998	2.80922	3.79971	2.5548413	2.373626	3.903468	2.4610131	3.24482	3.3992	3.437432	4.09447	3.190579	2.70696	1.89905	2.79556	3.167176	2.684392	1.4133936	2.378652	2.807709	2.08955
XPO5	12.1366	10.6008	11.0673	10.041	11.7227	10.6165	10.3143	10.2635	11.5906	11.2116	11.795	12.5983	12.1566	11.5649	11.2657	10.1038	8.85284	10.6041	8.81939	10.8796	9.48132	9.78456	8.47054	9.68544
XPO6	26.36033	20.55407	26.7295	22.051746	24.90646	17.56578	17.847668	25.1575	17.60022	18.60281	20.83472	19.814975	23.63923	18.96725	24.39209	20.75134	19.871105	21.85907	22.333789	16.89334	24.24607	18.63863	18.756305	21.197572
XPO7	48.85236	41.90074	35.353400113664	35.4377600190284	34.1361	36.765923	47.31011	39.2196	38.74764	49.78687	37.35419	46.04078	43.6335	38.66804	36.853358	27.5017	21.391202269	39.00599	31.595710008359	47.91503	43.245777	43.94644	35.81499	36.19822
XPOT	41.469508	38.860423	34.6513	35.5956	41.102577	44.868555	41.057358	37.001618	54.6502	36.4811	45.64831	45.6275	40.8054	41.746355	39.1269	28.0247	24.9816	43.44795	40.964	48.39602	46.670926	46.8399	33.3584	33.2003
XPR1	12.8798	13.036	15.8277	17.3314	14.2234	9.61954	14.7923	17.6799	13.8223	18.5942	17.8315	15.6602	18.2935	19.2549	25.4992	16.5805	16.4092	23.8891	18.3469	17.2609	19.9485	18.9136	18.8034	22.9069
XRCC1	13.5008	16.473747	18.45414	17.9817	15.76966	10.2307	10.4823	11.744878	8.203161	9.85258	11.3626	12.7608	10.6529	12.24872	18.8742	19.3991	25.1024	17.2871	17.06008	13.2963	11.4196	12.8565	22.92825	21.50961
XRCC2	0.0498028	0.254428	0.0965024	0.386121	0.279241	0.232092	0.190735	0.189001	0.264008	0.17557	0.0709976	0.070254	0.411673	0.26017	0.136283	0.178895	0.320361	0.28982	0.0868578	0.185716	0.0432987	0.0949204	0.0532334	0.33563
XRCC3	4.29679	5.09311	7.90433	8.08276	5.57257	4.84187	4.60164	5.50802	5.79875	4.18329	5.67141	5.94557	5.0144	5.04445	9.4095	8.44034	9.32109	6.31946	6.22744	4.88849	4.89075	5.48384	6.5033	5.71731
XRCC4	2.596618	2.39057	2.517081	1.2564247	1.939314	1.862202	2.60357	2.32393	2.166462	2.93941	5.008656	3.47877	2.98931	4.761638	4.28808	2.19931	3.746252	3.778819	4.066503	3.37715	1.90767	2.59789	1.82858	1.887657
XRCC5	5.59865	6.57756	5.09026	4.18226	5.11931	2.93577	2.89823	3.57634	2.84451	4.12923	6.29945	9.02183	5.33609	5.17857	6.53844	6.84661	6.72196	8.66839	7.16646	4.05771	3.34689	5.33438	5.69882	5.31269
XRCC6	35.3573	26.2555	26.2318	27.4477	26.4817	30.9749	24.9774	22.4323	21.2445	21.6602	25.2709	24.8767	26.1879	24.168	26.5444	23.3444	31.0565	25.3831	22.5458	28.1487	26.3989	25.4707	24.9004	23.565887
XRN1	3.90691	3.60033	2.94475	3.61221	3.81505	2.55277	3.70229	3.0284	3.8191	5.00013	3.04403	3.28328	3.77004	3.11032	3.68518	2.76715	2.41056	3.22678	3.30898	3.4627	3.17056	2.68185	2.83718	2.88152
XRN2	14.4828	8.96514	10.9929	8.6446	11.7647	13.8371	12.023	9.52556	11.7057	10.6347	10.7384	12.7314	10.9141	12.9203	10.5775	8.76785	7.89656	9.00697	8.83511	10.7242	9.15488	8.55518	9.77198	7.18172
XRRA1	0.448895	0.511784	0.249784	0.196215	0.214835	0.782545	0.207427	0.538248	0.701973	0.59325	0.285952	0.259796	0.298444	0.332378	0.497675	0.0856984	0.413492	0.377548	0.363423	0.377717	0.269505	0.246158	0.232287	0.451695
XXYLT1	14.6686	15.6643	15.076	17.4037	19.2109	13.8758	18.3665	15.7749	14.6255	19.3553	17.3744	20.5091	22.7871	19.9278	22.7594	12.1927	15.6786	17.8165	20.031	17.3176	16.6361	22.1146	17.1504	22.0912
XYLB	13.0476	18.0184	22.8953	24.0811	26.7968	14.1882	36.9617	28.0215	30.0208	48.7025	44.2	42.208	43.4712	31.3829	63.4476	31.3765	27.6227	34.3986	53.3384	33.7565	27.0455	33.902	38.3644	38.0849
XYLT1	0.752619	0.596782	0.22009	0.357901	0.429489	0.233491	0.218803	0.372871	0.35714	0.419155	0.29372	0.598977	0.487097	0.457494	1.83002	0.653559	0.460958	0.728589	0.479635	0.705074	0.998498	0.755455	1.11983	0.417423
XYLT2	15.5463	10.4153	13.9488	16.7863	16.8169	7.81371	9.84119	17.3946	11.8793	13.6736	9.24517	9.50017	15.4681	10.5043	22.977	20.5707	17.2574	22.4856	20.9283	17.1967	13.8631	17.7978	21.2244	20.2307
YAE1	24.3407	28.0087	17.6295	21.1681	15.8744	16.3046	14.3722	19.2121	15.1991	10.9502	19.145	29.5468	9.68002	23.7432	22.8255	17.853	18.204	22.928	18.7918	28.2754	18.6918	25.9799	23.5527	25.2293
YAF2	3.95276	5.65499	4.536094	4.18683	3.96097	5.20077	5.57295	4.765938	6.62178	5.98976	4.14674	4.56841	5.012557	5.53759	5.331026	3.12372	2.60561	4.552231	3.46238	4.65635	5.13844	5.65917	2.707343	4.14205
YAP1	12.721023974	11.048786408	11.967212	11.75969	12.5434283116	13.844636	15.874139524377	17.726581	17.45142334454	17.84765156238	18.3764436	17.14225961	16.4551660003837	13.3941754020173	14.979428	11.5886421553368	8.79110000136191	12.04018825166	12.175856597	16.064245	18.58090496724	18.26906848456	12.593865	10.635241
YARS1	44.477	43.1167	37.1432	36.5167	46.5284	47.6098	47.416	35.6902	57.4893	49.5645	47.4176	46.9146	57.4481	44.6021	52.5637	35.1398	47.238	40.9872	47.7784	37.211	55.4263	49.1562	59.5704	47.6089
YARS2	46.6588	32.6769	38.3979	44.8523	47.9616	31.2113	36.4981	37.7907	41.0502	33.4232	32.1613	41.8854	44.286	39.6389	47.487	36.2025	48.509	43.8769	43.3262	37.0061	48.2821	45.6898	51.7787	51.3171
YBEY	18.03036	15.86962	19.096544	24.540558	18.001494	17.56491	20.91749	21.146745	17.81412	18.63146	14.98971	19.98337	20.016238	18.06589	19.403688	17.38547	18.229361	20.368501	17.67947	13.78038	15.05853	13.775	19.13901	16.531832
YBX1	197.01699	157.86484	158.23814	175.27447	166.37309	136.93765	138.80243	161.42855	162.58441	158.07579	149.3915	157.87968	153.682	141.285443	164.59234	135.85806	133.38285	141.43126	141.89809	161.7704	187.44902	188.61978	168.81745	172.01852
YBX2	0	0.06039863	0.12806828	0.143548	0.135945	0.1942383	0	0.13042065	0.22627728	0.07384997	0.162732	0.170819	0.08821801	0.08315792	0.3829	0.063307	0.25057845	0.0616754	0	0	0.481769	0	0	0.198375
YBX3	20.9823	28.8834	27.31488	25.60176	30.42296	16.03599	21.30173	20.75705	31.10246	25.7889	22.93695	27.49174	26.56895	27.07551	24.90577	19.61762	21.8303	20.75574	25.61606	22.70718	27.773	35.9235	25.4911	36.4298
YDJC	0.379069	0.990575	0.867008	0.559865	0.30305	0.5356406	0.639295	0.217326	1.451162	0.609014	0.888189	0.474728	0.294048	1.137796	1.219715	1.554152	1.11106	0.548099	1.005392	0.1450821	0.660908	0.372921	1.324536	0.539769
YEATS2	12.680241	11.0044726	13.863826	15.131455	12.381287693	12.9103008	15.1147888	17.725364283364	12.638281	17.89301	13.538563	15.105586	13.149975	12.812113	15.532716	13.0515842	11.567519892492	12.381603	16.772855	15.438106	14.421857	11.830025	18.57243826306	11.5197968
YEATS4	5.38567	5.76656	4.78342	7.42408	6.96565	6.0072	5.98244	7.46042	8.12602	6.28105	8.22935	7.99114	9.50811	7.86005	8.53719	7.1476	5.81065	11.3119	10.1766	7.64421	9.93971	10.7292	4.4817	6.90139
YES1	6.940597	7.044252	5.03459	5.50404	6.38524	7.27724	8.85496400719396	6.324480966653	9.817561	9.50248	8.17376	7.827827	8.042554	7.602381	5.947134	3.886586	2.2647570411114	5.5789	5.57297	7.831862	9.102988	8.76919	3.89772	4.56889
YIF1A	109.631	117.466	138.931	130.953	156.325	103.58	143.258	115.556	125.578	127.194	138.939	138.074	140.02	130.989	143.09	151.862	150.548	146.156	146.437	95.5869	108.125	117.239	134.926	152.197
YIF1B	39.1911	36.44313	39.1129	49.7089	45.6922	40.0711	39.5899	49.6772	43.5204	59.6153	38.7156	43.5138	47.2409	62.0845	41.5924	51.4188	47.3461	41.4559	52.3701	25.09472	37.9616	41.1656	54.3589	54.4403
YIPF1	23.895378	21.8716	27.70986	22.92791	27.59499	23.140823	22.94224	17.23271	24.04973	33.81585	24.4985	24.96823	29.790941	25.122977	30.27608	34.5556	28.2586	23.97442	27.835411	22.59411	24.991118	22.31417	38.88089	30.797286
YIPF2	12.07098	11.27736	15.994825	13.23	11.75122	11.4838	10.33707	11.73414	8.928164	13.52278	11.722717	14.98505	11.6905	11.67813	16.58764	18.50425	18.222938	17.793043	14.200238	12.2261	17.10166	14.56156	17.39753	15.44821
YIPF3	51.7949	51.469	64.8626	58.0105	65.5082	42.7196	68.1715	61.3694	66.0397	62.4725	56.5486	75.0632	70.5977	69.0718	65.0446	68.0205	62.2957	65.8883	56.291	48.6628	59.4052	56.7951	69.196	66.4008
YIPF4	32.4877	33.3609	27.3276	32.8213	30.3162	32.3726	39.8944	32.8689	42.4203	48.8207	43.196	47.0035	56.7897	43.1376	36.9909	22.1948	23.3184	29.6478	35.4118	35.7991	44.6919	44.2298	16.8613	30.8501
YIPF5	27.7888	41.34	35.2179	33.0472	35.7839	37.0871	46.8504	26.299	51.4833	31.1901	42.5328	45.0902	44.2707	45.4123	46.8364	43.3748	22.3552	51.2448	39.0284	31.8453	34.0946	43.4665	29.7743	40.5428
YIPF6	11.0863	11.895	10.3861	11.3592	10.2332	12.1554	13.9248	10.1285	16.6016	10.6446	15.0086	15.4086	14.5359	15.3918	10.05	9.49381	5.25051	13.0433	11.8407	10.8725	12.0226	12.6984	5.73251	9.09163
YIPF7	0	0.0864297	0.274171	0	0.194786	0.371803	0.365734	0.279492	0.108112	0.847383	0.116429	0.367109	0.126106	0.357303	0.183029	0.0907822	0.0887587	0.0881191	0.351943	0.226113	0.778525	0.767191	0.5138	1.3271
YJEFN3	1.96506	1.28309	0.449857	1.85333	1.60044	1.84612	0.301317	0.765687	0.894401	1.57797	0.19196	1.8193	1.0379	0.589571	1.65554	1.79065	2.00939	1.1585	2.17141	0.750463	3.00026	1.73248	2.37097	2.80297
YJU2	13.5591	12.9012	14.539	16.1989	13.7654	10.1218	15.7459	11.8398	9.17169	12.3869	15.0366	13.0266	16.5227	14.8661	15.6361	13.005	16.6091	11.2438	15.7429	8.91052	10.0542	10.5943	11.7198	10.0459
YJU2B	3.54944	5.26823	7.96692	8.6901	7.598955	5.410061	4.621488	2.51662	4.98582	4.69929	4.66357	5.85733	6.48172	4.87255	5.58146	7.264237	9.94018	6.67993	4.785134	4.419874	6.32646	6.01736	6.8499	4.325821
YKT6	87.9149	94.7398	116.284	97.5266	120.17	99.9616	119.888	117.323	130.637	109.934	100.019	116.938	106.901	100.846	149.402	131.439	137.303	118.139	128.074	106.419	169.432	142.224	147.455	119.729
YLPM1	4.38623	3.52106	4.41077	3.74241	4.26813	4.79759	3.72938	3.51069	3.59713	5.89813	4.1541	5.73759	4.10469	3.97225	4.46569	3.0601	2.9509	4.18955	3.71284	3.91902	3.39979	4.0095	4.42098	3.19819
YME1L1	131.867	105.546	111.122	102.353	135.825	148.618	148.397	108.457	146.883	158.752	161.952	145.401	148.045	154.273	123.768	92.3373	94.8896	144.878	128.319	157.361	133.142	122.763	105.013	112.01
YOD1	6.46158	4.16254	5.49245	4.77026	5.11795	7.45765	6.98567	4.63947	7.04994	8.21894	5.73065	6.11018	6.06871	5.36488	5.15601	3.79181	3.35947	6.45461	4.69507	9.96193	8.63182	5.66695	5.48104	4.06394
YPEL1	1.409715	1.791922	1.997697	1.480691	1.44533	1.33302	1.10669	1.220238	1.303089	1.011364	1.94635	2.62632	2.858131	2.309267	2.62543	2.12488	1.781499	1.307959	2.65455	2.171202	2.025992	1.8340400169973	2.596864	1.903643
YPEL2	9.68852	8.71044	9.67762	10.46431	10.17154	7.0865	6.28343	4.50727	6.1636	7.2297	6.616853	6.02796	8.539231	7.115129	12.06171	6.00168	5.767312	5.9109	6.243431	7.12639	8.10925	5.641875	6.48388	6.356093
YPEL3	30.983	25.8381	26.7927	33.7596	40.4334	21.55	19.0684	24.6152	21.6258	18.9041	20.8843	28.2091	28.8483	20.015	32.44	36.9092	45.1014	26.4195	26.2925	25.7593	34.6721	35.5612	38.1612	32.6292
YPEL4	0.988858	1.22849	1.12102	0.61651	0.821058	0.781343	0.478974	0.428212	0.991256	0.711783	1.06891	1.02881	0.386246	0.728485	0.7009120011544	1.69981	0.547474	1.05606	1.21212	1.74494100118796	1.38951	0.440879	0.55046300119871	0.72621
YPEL5	96.737853	41.567243	47.387533	48.171917	43.85859	54.66653	63.31034	71.83148	73.445902	62.34773	61.67716	49.811234	57.4714	68.25677	47.77516	37.1471	40.92928	41.911937	42.69467	64.287234	61.500745	51.899853	49.54806	44.154518
YRDC	32.3363	48.2855	53.8543	43.8122	44.1758	40.7046	48.5263	44.984	51.9325	40.1083	37.7893	43.9864	49.4257	52.0388	30.7721	40.1255	34.7299	47.4614	43.3502	29.6107	40.2023	33.9046	32.1515	30.8901
YTHDC1	14.568401	13.33407	18.92396	15.2633	17.6096856	23.67511	22.405601	18.907013583	26.4495	22.35881	13.37222	15.6572	14.94875	17.5876747	13.9578533	9.505866	8.8111	10.8589789	11.5239748	17.14333	18.636771	12.6979214	16.84339	12.454719
YTHDC2	31.73591	26.086770667291	13.1835	20.75095	15.88661	12.723433	13.9534200004963	14.81301	14.87082	3.208272	6.53421	5.7752	11.419250609	15.52512	3.755958901	4.59009	3.60656000705917	5.512429	4.9859454	6.201137446	12.9672725	21.68501941387	4.79622	3.16451
YTHDF1	12.88333	10.82759	11.49288	11.83337	12.61459	10.15756	11.68933	11.199946	12.78538	12.36457	8.81508	14.09932274938	13.29891	10.70913	11.0865300054145	11.18161	11.54318	12.66651	9.77976	10.93773	11.4319100898959	11.97625	12.88268	9.30086
YTHDF2	8.084592	6.486142	7.150159	5.71036	6.34058	9.98257	9.606448	6.63028	9.82707	8.57458	6.91269	8.444261	6.972	7.50703	6.419557	4.73856	4.71655	7.20726	6.393854	8.872745	11.948455	8.15319	6.96294	5.211687
YTHDF3	31.644594	26.30109	22.384264	26.550134	25.72274	25.61417	28.0787	21.90791219672	35.254207	26.765312	29.862316	31.546078	33.271316	28.29901	21.30253	14.71503	12.139538	21.27176	18.92924	27.68272	29.20578	29.82951	13.742687	18.3679500175561
YWHAB	53.0752	40.7093	43.2782	42.7634	41.8384	45.0553	51.6336	44.0286	56.4415	59.4006	62.8982	63.0564	57.8927	62.1049	53.5621	41.4964	39.8804	46.2738	47.3109	47.908	49.1734	52.8932	48.078	42.3808
YWHAE	203.54176	202.88124	208.41568	204.27027	216.643	186.899973	222.57073	185.13612	246.84086	206.91365	245.76528	234.2632	213.84072	231.53896	214.63733	174.9686	157.51178	204.9644	197.7522	206.50781	206.0797	224.9473	171.4241	184.97768
YWHAG	53.2343	40.2585	28.9183	30.8702	30.6645	44.414	50.0159	36.9601	57.0766	42.4185	37.3241	53.8475	53.2986	36.2954	30.5098	26.9389	21.6635	36.4932	32.7473	40.6055	53.0392	45.4141	33.9786	31.8683
YWHAH	119.818	120.674	87.8783	117.441	142.022	109.148	138.737	118.501	163.448	133.159	153.703	146.194	200.911	180.226	169.407	132.326	145.915	131.904	136.164	103.256	149.95	182.282	113.018	130.808
YWHAQ	31.4661	25.8927	31.2023	25.6306	25.034	20.9435	25.8629	22.0339	27.8144	26.3354	38.419	31.0198	30.7251	22.5068	36.0942	26.9442	22.2607	26.6053	26.8224	30.7775	33.4999	31.571	23.6774	25.9535
YWHAZ	56.9744	36.0098	35.1309	36.9356	34.2568	44.5773	41.5477	46.636	74.4194	49.3967	36.6515	43.6645	35.1452	37.191	41.26717	34.663	20.76801	34.76465	32.5278	48.358	67.3157	41.7723	41.4336	31.648
YY1	23.2977	16.3081	19.1627	19.9803	18.8356	16.6669	19.1651	22.2327	24.7168	25.2091	15.776	19.8646	21.2995	20.7305	14.4886	13.6735	13.1119	14.1339	15.3079	21.3505	27.1385	20.436	16.7268	14.875
ZACN	0.466304	0.202665	0.538587	0.12122	0.114697	0.434584	0.214581	0.146118	0.0421061	0.535635	0	0.28619	0.444507	0.0464647	0.394511	0.142314	0.0707882	0.243446	0.344171	0.439426	0.304082	0.0752469	0.683115	0.223045
ZAN	0	0	0	0.0174297	0.016481	0	0	0	0.0180985	0.0177023	0.0195812	0.0205084	0.0212726	0.0199843	0.0154508	0.107294	0.0613871	0.0297648	0.0444512	0.0251653	0.0145378	0.048645	0.138379	0.0640756
ZAR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164537	0	0	0	0	0
ZAR1L	0.616581	0.693562	0.591153	0.556792	0.723337	0.628876	0.696038	0.799077	0.356917	0.73894	0.533119	0.703143	0.586107	0.693307	0.915089	0.407919	1.28047	0.373615	0.519392	0.704445	0.599497	0.727189	0.386871	0.553532
ZBBX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0564281	0
ZBED1	3.44741	2.28852	2.53608	5.03723	4.51631	1.70667	3.05718	3.47416	1.70184	3.88644	1.52186	4.61198	5.07231	3.08513	2.22786	2.25485	3.51376	3.67274	2.45991	2.57377	5.45827	2.50865	4.40669	2.894
ZBED2	0	0	0.0984849	0	0	0.100274	0	0	0	0	0	0	0	0	0	0	0.286407	0.0949875	0	0	0	0.103362	0	0
ZBED3	0.362835	0.105128	0.0279591	0	0.148836	0.112667	0.111322	0.0284367	0.0654927	0.0320382	0.0708048	0.0370999	0.0384415	0.108435	0.139585	0.221556	0.1381	0.18822	0.187482	0.160671	0.236584	0.146453	0	0.0868175
ZBED4	4.66441	2.730481	4.0778	4.359446	3.03536	4.23535	3.205664	3.83009	4.88193	5.418528	2.231211	3.142489	3.124469	2.44694	3.46171	3.9155200387816	2.30747	2.73897	3.12263527	3.64394	4.44973	3.28305	4.39138	3.132109
ZBED5	1.9436686	0.478556	1.991061	2.053246	1.3300843	1.7574553	1.24351	0.5067712	1.239641	1.829353	1.69949	3.152868	1.29473	1.363206	1.887259	1.1518683	1.6276498	0.638989	2.2939486	1.565017	1.512353	1.73946	0.879749	0.662104
ZBED6	3.32724	1.26242	2.02735	1.53961	2.62642	2.04132	2.40637	2.50884	3.34531	5.34263	1.42223	1.71695	2.45112	2.87224	3.73095	0.991826	0.603817	1.62062	1.33335	5.01095	2.2268	0.869954	0.901205	0.682537
ZBP1	0.645088	0.0801158	0.254303	0.285941	0.270979	0.344516	0.423814	0.431962	0.300518	0.294389	0.215846	0.340184	0.116924	0.220754	0.169715	0.252536	0.989664	0	0.407836	0.0698191	0.320712	0	0.476299	0
ZBTB1	3.599704	2.762004	3.347358	3.911868	3.62656	2.927523	2.365544	4.046053	4.923487	3.693641	3.231201	3.961567	2.599228	3.440032	2.753368	2.207518	1.532141	2.414038	1.66177	4.837777	4.8371	2.989191	1.720002	1.706848
